place_id,name,types,formatted_address,rating,user_ratings_total,geometry,website,formatted_phone_number,price_level,delivery,dine_in,reservable,serves_breakfast,serves_lunch,serves_dinner,serves_beer,serves_wine,opening_hours
ChIJJxbj1lzafkcRz-YUK_L5AIY,L' Alternativa Padova,"['establishment', 'restaurant', 'point_of_interest', 'food']","Piazza A. de Gasperi, 5/Alcide,5, 35131 Padova PD, Italy",4.4,11.0,"{'location': {'lat': 45.4155105, 'lng': 11.8778965}, 'viewport': {'northeast': {'lat': 45.41692523029149, 'lng': 11.8791980802915}, 'southwest': {'lat': 45.4142272697085, 'lng': 11.8765001197085}}}",,049 658434,,False,True,,True,True,,True,True,"{'open_now': True, 'periods': [{'close': {'day': 1, 'time': '2000'}, 'open': {'day': 1, 'time': '0700'}}, {'close': {'day': 2, 'time': '2000'}, 'open': {'day': 2, 'time': '0700'}}, {'close': {'day': 3, 'time': '2000'}, 'open': {'day': 3, 'time': '0700'}}, {'close': {'day': 4, 'time': '2000'}, 'open': {'day': 4, 'time': '0700'}}, {'close': {'day': 5, 'time': '2000'}, 'open': {'day': 5, 'time': '0700'}}, {'close': {'day': 6, 'time': '1200'}, 'open': {'day': 6, 'time': '0700'}}], 'weekday_text': ['Monday: 7:00\u202fAM\u2009–\u20098:00\u202fPM', 'Tuesday: 7:00\u202fAM\u2009–\u20098:00\u202fPM', 'Wednesday: 7:00\u202fAM\u2009–\u20098:00\u202fPM', 'Thursday: 7:00\u202fAM\u2009–\u20098:00\u202fPM', 'Friday: 7:00\u202fAM\u2009–\u20098:00\u202fPM', 'Saturday: 7:00\u202fAM\u2009–\u200912:00\u202fPM', 'Sunday: Closed']}"
ChIJDYGDKlnafkcR1_imOToMQ8s,Pizzeria La Pavana,"['point_of_interest', 'restaurant', 'food', 'establishment']","Via Trieste, 2, 35121 Padova PD, Italy",4.3,1329.0,"{'location': {'lat': 45.414955, 'lng': 11.8756207}, 'viewport': {'northeast': {'lat': 45.4163892302915, 'lng': 11.8770123302915}, 'southwest': {'lat': 45.4136912697085, 'lng': 11.8743143697085}}}",https://bit.ly/Pizzeria_La_Pavana_padova,049 875 9994,2.0,False,True,True,False,True,True,True,True,"{'open_now': False, 'periods': [{'close': {'day': 0, 'time': '1430'}, 'open': {'day': 0, 'time': '1230'}}, {'close': {'day': 1, 'time': '0000'}, 'open': {'day': 0, 'time': '1830'}}, {'close': {'day': 1, 'time': '1430'}, 'open': {'day': 1, 'time': '1230'}}, {'close': {'day': 2, 'time': '0000'}, 'open': {'day': 1, 'time': '1830'}}, {'close': {'day': 2, 'time': '1430'}, 'open': {'day': 2, 'time': '1230'}}, {'close': {'day': 3, 'time': '0000'}, 'open': {'day': 2, 'time': '1830'}}, {'close': {'day': 4, 'time': '1430'}, 'open': {'day': 4, 'time': '1230'}}, {'close': {'day': 5, 'time': '0000'}, 'open': {'day': 4, 'time': '1830'}}, {'close': {'day': 5, 'time': '1430'}, 'open': {'day': 5, 'time': '1230'}}, {'close': {'day': 6, 'time': '0000'}, 'open': {'day': 5, 'time': '1830'}}, {'close': {'day': 6, 'time': '1430'}, 'open': {'day': 6, 'time': '1230'}}, {'close': {'day': 0, 'time': '0000'}, 'open': {'day': 6, 'time': '1830'}}], 'weekday_text': ['Monday: 12:30\u2009–\u20092:30\u202fPM, 6:30\u202fPM\u2009–\u200912:00\u202fAM', 'Tuesday: 12:30\u2009–\u20092:30\u202fPM, 6:30\u202fPM\u2009–\u200912:00\u202fAM', 'Wednesday: Closed', 'Thursday: 12:30\u2009–\u20092:30\u202fPM, 6:30\u202fPM\u2009–\u200912:00\u202fAM', 'Friday: 12:30\u2009–\u20092:30\u202fPM, 6:30\u202fPM\u2009–\u200912:00\u202fAM', 'Saturday: 12:30\u2009–\u20092:30\u202fPM, 6:30\u202fPM\u2009–\u200912:00\u202fAM', 'Sunday: 12:30\u2009–\u20092:30\u202fPM, 6:30\u202fPM\u2009–\u200912:00\u202fAM']}"
ChIJlyxYRbDbfkcRORBCU2FGMDo,Birrone Padova - Beer House & Comfort Food,"['cafe', 'restaurant', 'food', 'store', 'point_of_interest', 'establishment', 'bar']","Via Trieste, 5c, 35121 Padova PD, Italy",4.2,560.0,"{'location': {'lat': 45.414564, 'lng': 11.8774554}, 'viewport': {'northeast': {'lat': 45.4159387802915, 'lng': 11.8786408302915}, 'southwest': {'lat': 45.4132408197085, 'lng': 11.8759428697085}}}",https://birronebar.it/locali-birrone/birrone-padova/,388 938 0507,2.0,True,True,True,,True,True,True,True,"{'open_now': False, 'periods': [{'close': {'day': 0, 'time': '1430'}, 'open': {'day': 0, 'time': '1200'}}, {'close': {'day': 1, 'time': '0000'}, 'open': {'day': 0, 'time': '1730'}}, {'close': {'day': 1, 'time': '1430'}, 'open': {'day': 1, 'time': '1200'}}, {'close': {'day': 2, 'time': '0000'}, 'open': {'day': 1, 'time': '1730'}}, {'close': {'day': 2, 'time': '1430'}, 'open': {'day': 2, 'time': '1200'}}, {'close': {'day': 3, 'time': '0000'}, 'open': {'day': 2, 'time': '1730'}}, {'close': {'day': 3, 'time': '1430'}, 'open': {'day': 3, 'time': '1200'}}, {'close': {'day': 4, 'time': '0000'}, 'open': {'day': 3, 'time': '1730'}}, {'close': {'day': 4, 'time': '1430'}, 'open': {'day': 4, 'time': '1200'}}, {'close': {'day': 5, 'time': '0000'}, 'open': {'day': 4, 'time': '1730'}}, {'close': {'day': 5, 'time': '1430'}, 'open': {'day': 5, 'time': '1200'}}, {'close': {'day': 6, 'time': '0200'}, 'open': {'day': 5, 'time': '1730'}}, {'close': {'day': 6, 'time': '1430'}, 'open': {'day': 6, 'time': '1200'}}, {'close': {'day': 0, 'time': '0200'}, 'open': {'day': 6, 'time': '1730'}}], 'weekday_text': ['Monday: 12:00\u2009–\u20092:30\u202fPM, 5:30\u202fPM\u2009–\u200912:00\u202fAM', 'Tuesday: 12:00\u2009–\u20092:30\u202fPM, 5:30\u202fPM\u2009–\u200912:00\u202fAM', 'Wednesday: 12:00\u2009–\u20092:30\u202fPM, 5:30\u202fPM\u2009–\u200912:00\u202fAM', 'Thursday: 12:00\u2009–\u20092:30\u202fPM, 5:30\u202fPM\u2009–\u200912:00\u202fAM', 'Friday: 12:00\u2009–\u20092:30\u202fPM, 5:30\u202fPM\u2009–\u20092:00\u202fAM', 'Saturday: 12:00\u2009–\u20092:30\u202fPM, 5:30\u202fPM\u2009–\u20092:00\u202fAM', 'Sunday: 12:00\u2009–\u20092:30\u202fPM, 5:30\u202fPM\u2009–\u200912:00\u202fAM']}"
ChIJwzr_PEPafkcRbuHXbPFdVMw,Snacks House,"['establishment', 'point_of_interest', 'food', 'restaurant']","Via Trieste, 14, 35121 Padova PD, Italy",,,"{'location': {'lat': 45.4144209, 'lng': 11.8765774}, 'viewport': {'northeast': {'lat': 45.41579703029149, 'lng': 11.8779629802915}, 'southwest': {'lat': 45.41309906970849, 'lng': 11.8752650197085}}}",,,,,True,,,,,,,
ChIJcfE46A_bfkcRr2lUlKgDiLg,Ristorante halal la famille,"['food', 'point_of_interest', 'restaurant', 'establishment']","Via Trieste, 35121 Padova PD, Italy",5.0,51.0,"{'location': {'lat': 45.41411009999999, 'lng': 11.8771793}, 'viewport': {'northeast': {'lat': 45.4154962302915, 'lng': 11.8785495802915}, 'southwest': {'lat': 45.4127982697085, 'lng': 11.8758516197085}}}",,333 543 7330,,True,True,True,,True,True,True,True,"{'open_now': True, 'periods': [{'close': {'day': 0, 'time': '2000'}, 'open': {'day': 0, 'time': '1100'}}, {'close': {'day': 1, 'time': '2000'}, 'open': {'day': 1, 'time': '1100'}}, {'close': {'day': 2, 'time': '2000'}, 'open': {'day': 2, 'time': '1100'}}, {'close': {'day': 3, 'time': '2000'}, 'open': {'day': 3, 'time': '1100'}}, {'close': {'day': 4, 'time': '2000'}, 'open': {'day': 4, 'time': '1100'}}, {'close': {'day': 5, 'time': '2000'}, 'open': {'day': 5, 'time': '1100'}}, {'close': {'day': 6, 'time': '2000'}, 'open': {'day': 6, 'time': '1100'}}], 'weekday_text': ['Monday: 11:00\u202fAM\u2009–\u20098:00\u202fPM', 'Tuesday: 11:00\u202fAM\u2009–\u20098:00\u202fPM', 'Wednesday: 11:00\u202fAM\u2009–\u20098:00\u202fPM', 'Thursday: 11:00\u202fAM\u2009–\u20098:00\u202fPM', 'Friday: 11:00\u202fAM\u2009–\u20098:00\u202fPM', 'Saturday: 11:00\u202fAM\u2009–\u20098:00\u202fPM', 'Sunday: 11:00\u202fAM\u2009–\u20098:00\u202fPM']}"
ChIJWfDrMjTbfkcRTgJgqu100Ss,Fatty Patty - Padova,"['food', 'point_of_interest', 'establishment', 'restaurant']","Piazzale Mazzini, 59, 35137 Padova PD, Italy",3.9,501.0,"{'location': {'lat': 45.4147171, 'lng': 11.8751833}, 'viewport': {'northeast': {'lat': 45.4161209802915, 'lng': 11.8764505802915}, 'southwest': {'lat': 45.4134230197085, 'lng': 11.8737526197085}}}",https://fattypatty.it/,375 613 3719,2.0,True,True,,,True,True,True,False,"{'open_now': True, 'periods': [{'close': {'day': 0, 'time': '2230'}, 'open': {'day': 0, 'time': '1130'}}, {'close': {'day': 1, 'time': '2230'}, 'open': {'day': 1, 'time': '1130'}}, {'close': {'day': 2, 'time': '2230'}, 'open': {'day': 2, 'time': '1130'}}, {'close': {'day': 3, 'time': '2230'}, 'open': {'day': 3, 'time': '1130'}}, {'close': {'day': 4, 'time': '2230'}, 'open': {'day': 4, 'time': '1130'}}, {'close': {'day': 6, 'time': '0300'}, 'open': {'day': 5, 'time': '1130'}}, {'close': {'day': 0, 'time': '0300'}, 'open': {'day': 6, 'time': '1130'}}], 'weekday_text': ['Monday: 11:30\u202fAM\u2009–\u200910:30\u202fPM', 'Tuesday: 11:30\u202fAM\u2009–\u200910:30\u202fPM', 'Wednesday: 11:30\u202fAM\u2009–\u200910:30\u202fPM', 'Thursday: 11:30\u202fAM\u2009–\u200910:30\u202fPM', 'Friday: 11:30\u202fAM\u2009–\u20093:00\u202fAM', 'Saturday: 11:30\u202fAM\u2009–\u20093:00\u202fAM', 'Sunday: 11:30\u202fAM\u2009–\u200910:30\u202fPM']}"
ChIJNeZ9PXfbfkcRnei9vD--8yg,Ciao Pizza kebab & Fast Food,"['meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']","Piazzale Mazzini, 61, 35138 Padova PD, Italy",4.0,265.0,"{'location': {'lat': 45.41452150000001, 'lng': 11.874988}, 'viewport': {'northeast': {'lat': 45.41590178029149, 'lng': 11.8762633302915}, 'southwest': {'lat': 45.41320381970849, 'lng': 11.8735653697085}}}",https://www.facebook.com/ciaopizzakebab/,049 096 4190,,True,True,False,,True,True,True,False,"{'open_now': False, 'periods': [{'close': {'day': 0, 'time': '1530'}, 'open': {'day': 0, 'time': '1130'}}, {'close': {'day': 0, 'time': '2300'}, 'open': {'day': 0, 'time': '1900'}}, {'close': {'day': 1, 'time': '1530'}, 'open': {'day': 1, 'time': '1130'}}, {'close': {'day': 1, 'time': '2300'}, 'open': {'day': 1, 'time': '1900'}}, {'close': {'day': 2, 'time': '1530'}, 'open': {'day': 2, 'time': '1130'}}, {'close': {'day': 2, 'time': '2300'}, 'open': {'day': 2, 'time': '1900'}}, {'close': {'day': 3, 'time': '1530'}, 'open': {'day': 3, 'time': '1130'}}, {'close': {'day': 3, 'time': '2300'}, 'open': {'day': 3, 'time': '1900'}}, {'close': {'day': 4, 'time': '1530'}, 'open': {'day': 4, 'time': '1130'}}, {'close': {'day': 4, 'time': '2300'}, 'open': {'day': 4, 'time': '1900'}}, {'close': {'day': 5, 'time': '1530'}, 'open': {'day': 5, 'time': '1130'}}, {'close': {'day': 5, 'time': '2300'}, 'open': {'day': 5, 'time': '1900'}}, {'close': {'day': 6, 'time': '1530'}, 'open': {'day': 6, 'time': '1130'}}, {'close': {'day': 6, 'time': '2300'}, 'open': {'day': 6, 'time': '1900'}}], 'weekday_text': ['Monday: 11:30\u202fAM\u2009–\u20093:30\u202fPM, 7:00\u2009–\u200911:00\u202fPM', 'Tuesday: 11:30\u202fAM\u2009–\u20093:30\u202fPM, 7:00\u2009–\u200911:00\u202fPM', 'Wednesday: 11:30\u202fAM\u2009–\u20093:30\u202fPM, 7:00\u2009–\u200911:00\u202fPM', 'Thursday: 11:30\u202fAM\u2009–\u20093:30\u202fPM, 7:00\u2009–\u200911:00\u202fPM', 'Friday: 11:30\u202fAM\u2009–\u20093:30\u202fPM, 7:00\u2009–\u200911:00\u202fPM', 'Saturday: 11:30\u202fAM\u2009–\u20093:30\u202fPM, 7:00\u2009–\u200911:00\u202fPM', 'Sunday: 11:30\u202fAM\u2009–\u20093:30\u202fPM, 7:00\u2009–\u200911:00\u202fPM']}"
ChIJQZUma0PafkcR_flt97stCDI,Ganga Putra S.N.C. Di Chpagain Rajan & C.,"['establishment', 'point_of_interest', 'restaurant', 'food']","Via Giotto, 31, 35121 Padova PD, Italy",5.0,3.0,"{'location': {'lat': 45.4138437, 'lng': 11.8759789}, 'viewport': {'northeast': {'lat': 45.4152496802915, 'lng': 11.8773878302915}, 'southwest': {'lat': 45.4125517197085, 'lng': 11.8746898697085}}}",,049 878 9308,,,True,,,,,,,"{'open_now': False, 'periods': [{'close': {'day': 0, 'time': '1430'}, 'open': {'day': 0, 'time': '1200'}}, {'close': {'day': 0, 'time': '2300'}, 'open': {'day': 0, 'time': '1830'}}, {'close': {'day': 1, 'time': '2300'}, 'open': {'day': 1, 'time': '1830'}}, {'close': {'day': 2, 'time': '1430'}, 'open': {'day': 2, 'time': '1200'}}, {'close': {'day': 2, 'time': '2300'}, 'open': {'day': 2, 'time': '1830'}}, {'close': {'day': 3, 'time': '1430'}, 'open': {'day': 3, 'time': '1200'}}, {'close': {'day': 3, 'time': '2300'}, 'open': {'day': 3, 'time': '1830'}}, {'close': {'day': 4, 'time': '1430'}, 'open': {'day': 4, 'time': '1200'}}, {'close': {'day': 4, 'time': '2300'}, 'open': {'day': 4, 'time': '1830'}}, {'close': {'day': 5, 'time': '1430'}, 'open': {'day': 5, 'time': '1200'}}, {'close': {'day': 5, 'time': '2300'}, 'open': {'day': 5, 'time': '1830'}}, {'close': {'day': 6, 'time': '1430'}, 'open': {'day': 6, 'time': '1200'}}, {'close': {'day': 6, 'time': '2300'}, 'open': {'day': 6, 'time': '1830'}}], 'weekday_text': ['Monday: 6:30\u2009–\u200911:00\u202fPM', 'Tuesday: 12:00\u2009–\u20092:30\u202fPM, 6:30\u2009–\u200911:00\u202fPM', 'Wednesday: 12:00\u2009–\u20092:30\u202fPM, 6:30\u2009–\u200911:00\u202fPM', 'Thursday: 12:00\u2009–\u20092:30\u202fPM, 6:30\u2009–\u200911:00\u202fPM', 'Friday: 12:00\u2009–\u20092:30\u202fPM, 6:30\u2009–\u200911:00\u202fPM', 'Saturday: 12:00\u2009–\u20092:30\u202fPM, 6:30\u2009–\u200911:00\u202fPM', 'Sunday: 12:00\u2009–\u20092:30\u202fPM, 6:30\u2009–\u200911:00\u202fPM']}"
ChIJ89jmjVzbfkcRARn5AdCR7c8,哎嘛呀 麻辣烫 AIMAYA MALATANG,"['establishment', 'point_of_interest', 'food', 'restaurant']","aimaya 麻辣烫, Via Benedetto Cairoli, 4c, 35131 Padova PD, Italy",4.4,61.0,"{'location': {'lat': 45.416911, 'lng': 11.8781378}, 'viewport': {'northeast': {'lat': 45.41825268029149, 'lng': 11.8794844802915}, 'southwest': {'lat': 45.4155547197085, 'lng': 11.8767865197085}}}",,376 253 9999,,True,True,True,,True,True,True,,"{'open_now': True, 'periods': [{'close': {'day': 0, 'time': '2300'}, 'open': {'day': 0, 'time': '1155'}}, {'close': {'day': 1, 'time': '2300'}, 'open': {'day': 1, 'time': '1155'}}, {'close': {'day': 2, 'time': '2300'}, 'open': {'day': 2, 'time': '1200'}}, {'close': {'day': 3, 'time': '2300'}, 'open': {'day': 3, 'time': '1155'}}, {'close': {'day': 4, 'time': '2300'}, 'open': {'day': 4, 'time': '1155'}}, {'close': {'day': 5, 'time': '2300'}, 'open': {'day': 5, 'time': '1155'}}, {'close': {'day': 6, 'time': '2300'}, 'open': {'day': 6, 'time': '1155'}}], 'weekday_text': ['Monday: 11:55\u202fAM\u2009–\u200911:00\u202fPM', 'Tuesday: 12:00\u2009–\u200911:00\u202fPM', 'Wednesday: 11:55\u202fAM\u2009–\u200911:00\u202fPM', 'Thursday: 11:55\u202fAM\u2009–\u200911:00\u202fPM', 'Friday: 11:55\u202fAM\u2009–\u200911:00\u202fPM', 'Saturday: 11:55\u202fAM\u2009–\u200911:00\u202fPM', 'Sunday: 11:55\u202fAM\u2009–\u200911:00\u202fPM']}"
ChIJ74XDM9XbfkcRJX-58Plk9pI,Risto Ayari,"['point_of_interest', 'restaurant', 'food', 'establishment']","Via Trieste, 25, 35121 Padova PD, Italy",5.0,17.0,"{'location': {'lat': 45.4140346, 'lng': 11.8782387}, 'viewport': {'northeast': {'lat': 45.4153436802915, 'lng': 11.8795709802915}, 'southwest': {'lat': 45.4126457197085, 'lng': 11.8768730197085}}}",,389 200 4909,,True,True,True,,True,True,True,True,"{'open_now': True, 'periods': [{'close': {'day': 0, 'time': '2000'}, 'open': {'day': 0, 'time': '1200'}}, {'close': {'day': 1, 'time': '2000'}, 'open': {'day': 1, 'time': '1200'}}, {'close': {'day': 2, 'time': '2000'}, 'open': {'day': 2, 'time': '1200'}}, {'close': {'day': 3, 'time': '2000'}, 'open': {'day': 3, 'time': '1200'}}, {'close': {'day': 4, 'time': '2000'}, 'open': {'day': 4, 'time': '1200'}}, {'close': {'day': 5, 'time': '2000'}, 'open': {'day': 5, 'time': '1200'}}, {'close': {'day': 6, 'time': '2000'}, 'open': {'day': 6, 'time': '1200'}}], 'weekday_text': ['Monday: 12:00\u2009–\u20098:00\u202fPM', 'Tuesday: 12:00\u2009–\u20098:00\u202fPM', 'Wednesday: 12:00\u2009–\u20098:00\u202fPM', 'Thursday: 12:00\u2009–\u20098:00\u202fPM', 'Friday: 12:00\u2009–\u20098:00\u202fPM', 'Saturday: 12:00\u2009–\u20098:00\u202fPM', 'Sunday: 12:00\u2009–\u20098:00\u202fPM']}"
ChIJIUghpj_bfkcRmw6k2xWFnro,Tian Yi JiAO Padova Angolo del Mondo SRLS,"['point_of_interest', 'restaurant', 'food', 'establishment']","Corso del Popolo, 8D, 35131 Padova PD, Italy",3.4,280.0,"{'location': {'lat': 45.4154489, 'lng': 11.8793911}, 'viewport': {'northeast': {'lat': 45.4168418802915, 'lng': 11.8806856302915}, 'southwest': {'lat': 45.4141439197085, 'lng': 11.8779876697085}}}",https://www.angolodelmondo.com/,333 545 4183,,,True,True,,True,True,True,True,"{'open_now': True, 'periods': [{'close': {'day': 0, 'time': '2230'}, 'open': {'day': 0, 'time': '1130'}}, {'close': {'day': 1, 'time': '2230'}, 'open': {'day': 1, 'time': '1130'}}, {'close': {'day': 2, 'time': '2230'}, 'open': {'day': 2, 'time': '1130'}}, {'close': {'day': 3, 'time': '2230'}, 'open': {'day': 3, 'time': '1130'}}, {'close': {'day': 5, 'time': '2230'}, 'open': {'day': 5, 'time': '1130'}}, {'close': {'day': 6, 'time': '2230'}, 'open': {'day': 6, 'time': '1130'}}], 'weekday_text': ['Monday: 11:30\u202fAM\u2009–\u200910:30\u202fPM', 'Tuesday: 11:30\u202fAM\u2009–\u200910:30\u202fPM', 'Wednesday: 11:30\u202fAM\u2009–\u200910:30\u202fPM', 'Thursday: Closed', 'Friday: 11:30\u202fAM\u2009–\u200910:30\u202fPM', 'Saturday: 11:30\u202fAM\u2009–\u200910:30\u202fPM', 'Sunday: 11:30\u202fAM\u2009–\u200910:30\u202fPM']}"
ChIJh6G1xFzafkcRtdrl8_Edep8,Pizza,"['point_of_interest', 'restaurant', 'food', 'establishment']","Corso del Popolo, 11, 35121 Padova PD, Italy",4.2,38.0,"{'location': {'lat': 45.414308, 'lng': 11.878832}, 'viewport': {'northeast': {'lat': 45.41565273029149, 'lng': 11.8803008302915}, 'southwest': {'lat': 45.4129547697085, 'lng': 11.87760286970849}}}",,049 688 1563,1.0,True,True,,,True,,,,"{'open_now': True, 'periods': [{'close': {'day': 0, 'time': '2200'}, 'open': {'day': 0, 'time': '1000'}}, {'close': {'day': 1, 'time': '2200'}, 'open': {'day': 1, 'time': '1000'}}, {'close': {'day': 2, 'time': '2200'}, 'open': {'day': 2, 'time': '1000'}}, {'close': {'day': 3, 'time': '2200'}, 'open': {'day': 3, 'time': '1000'}}, {'close': {'day': 4, 'time': '2200'}, 'open': {'day': 4, 'time': '1000'}}, {'close': {'day': 5, 'time': '2200'}, 'open': {'day': 5, 'time': '1000'}}, {'close': {'day': 6, 'time': '2200'}, 'open': {'day': 6, 'time': '1000'}}], 'weekday_text': ['Monday: 10:00\u202fAM\u2009–\u200910:00\u202fPM', 'Tuesday: 10:00\u202fAM\u2009–\u200910:00\u202fPM', 'Wednesday: 10:00\u202fAM\u2009–\u200910:00\u202fPM', 'Thursday: 10:00\u202fAM\u2009–\u200910:00\u202fPM', 'Friday: 10:00\u202fAM\u2009–\u200910:00\u202fPM', 'Saturday: 10:00\u202fAM\u2009–\u200910:00\u202fPM', 'Sunday: 10:00\u202fAM\u2009–\u200910:00\u202fPM']}"
ChIJ4fsyJ13afkcRu7W8bwoNLQg,Corso CCXXII Padova,"['restaurant', 'point_of_interest', 'bar', 'food', 'establishment']","Corso del Popolo, 6, 35131 Padova PD, Italy",4.0,51.0,"{'location': {'lat': 45.4147736, 'lng': 11.8792791}, 'viewport': {'northeast': {'lat': 45.4161246802915, 'lng': 11.8805642802915}, 'southwest': {'lat': 45.4134267197085, 'lng': 11.8778663197085}}}",,049 875 0143,,False,True,,True,True,,True,True,"{'open_now': True, 'periods': [{'close': {'day': 1, 'time': '1900'}, 'open': {'day': 1, 'time': '0700'}}, {'close': {'day': 2, 'time': '1900'}, 'open': {'day': 2, 'time': '0700'}}, {'close': {'day': 3, 'time': '1900'}, 'open': {'day': 3, 'time': '0700'}}, {'close': {'day': 4, 'time': '1900'}, 'open': {'day': 4, 'time': '0700'}}, {'close': {'day': 5, 'time': '1900'}, 'open': {'day': 5, 'time': '0700'}}, {'close': {'day': 6, 'time': '1900'}, 'open': {'day': 6, 'time': '0700'}}], 'weekday_text': ['Monday: 7:00\u202fAM\u2009–\u20097:00\u202fPM', 'Tuesday: 7:00\u202fAM\u2009–\u20097:00\u202fPM', 'Wednesday: 7:00\u202fAM\u2009–\u20097:00\u202fPM', 'Thursday: 7:00\u202fAM\u2009–\u20097:00\u202fPM', 'Friday: 7:00\u202fAM\u2009–\u20097:00\u202fPM', 'Saturday: 7:00\u202fAM\u2009–\u20097:00\u202fPM', 'Sunday: Closed']}"
ChIJiWQpSV3afkcRym5yGwuww7E,Asian Fast Food,"['food', 'point_of_interest', 'establishment', 'restaurant']","Corso del Popolo, 63, 35131 Padova PD, Italy",4.7,6.0,"{'location': {'lat': 45.4163468, 'lng': 11.8792676}, 'viewport': {'northeast': {'lat': 45.4177033802915, 'lng': 11.8807053302915}, 'southwest': {'lat': 45.4150054197085, 'lng': 11.8780073697085}}}",,,,,True,,,True,True,,,"{'open_now': True, 'periods': [{'close': {'day': 2, 'time': '0000'}, 'open': {'day': 1, 'time': '1000'}}, {'close': {'day': 3, 'time': '0000'}, 'open': {'day': 2, 'time': '1000'}}, {'close': {'day': 4, 'time': '0000'}, 'open': {'day': 3, 'time': '1000'}}, {'close': {'day': 5, 'time': '0000'}, 'open': {'day': 4, 'time': '1000'}}, {'close': {'day': 6, 'time': '0000'}, 'open': {'day': 5, 'time': '1000'}}, {'close': {'day': 0, 'time': '0000'}, 'open': {'day': 6, 'time': '1000'}}], 'weekday_text': ['Monday: 10:00\u202fAM\u2009–\u200912:00\u202fAM', 'Tuesday: 10:00\u202fAM\u2009–\u200912:00\u202fAM', 'Wednesday: 10:00\u202fAM\u2009–\u200912:00\u202fAM', 'Thursday: 10:00\u202fAM\u2009–\u200912:00\u202fAM', 'Friday: 10:00\u202fAM\u2009–\u200912:00\u202fAM', 'Saturday: 10:00\u202fAM\u2009–\u200912:00\u202fAM', 'Sunday: Closed']}"
ChIJoSprRl3afkcRKF3A0cE04kE,Ristorante Cinese Internazionale,"['establishment', 'point_of_interest', 'food', 'restaurant']","Corso del Popolo, 14, 35131 Padova PD, Italy",3.6,163.0,"{'location': {'lat': 45.4162031, 'lng': 11.8795727}, 'viewport': {'northeast': {'lat': 45.4175601302915, 'lng': 11.8808443302915}, 'southwest': {'lat': 45.4148621697085, 'lng': 11.8781463697085}}}",,049 660448,,True,True,True,,True,True,True,True,"{'open_now': True, 'periods': [{'close': {'day': 1, 'time': '0000'}, 'open': {'day': 0, 'time': '1000'}}, {'close': {'day': 2, 'time': '0000'}, 'open': {'day': 1, 'time': '1000'}}, {'close': {'day': 3, 'time': '0000'}, 'open': {'day': 2, 'time': '1000'}}, {'close': {'day': 4, 'time': '0000'}, 'open': {'day': 3, 'time': '1000'}}, {'close': {'day': 5, 'time': '0000'}, 'open': {'day': 4, 'time': '1000'}}, {'close': {'day': 6, 'time': '0000'}, 'open': {'day': 5, 'time': '1000'}}, {'close': {'day': 0, 'time': '0000'}, 'open': {'day': 6, 'time': '1000'}}], 'weekday_text': ['Monday: 10:00\u202fAM\u2009–\u200912:00\u202fAM', 'Tuesday: 10:00\u202fAM\u2009–\u200912:00\u202fAM', 'Wednesday: 10:00\u202fAM\u2009–\u200912:00\u202fAM', 'Thursday: 10:00\u202fAM\u2009–\u200912:00\u202fAM', 'Friday: 10:00\u202fAM\u2009–\u200912:00\u202fAM', 'Saturday: 10:00\u202fAM\u2009–\u200912:00\u202fAM', 'Sunday: 10:00\u202fAM\u2009–\u200912:00\u202fAM']}"
ChIJdaXEJmjafkcR2xAULAmSFLY,Africa Soul Restaurant Caffe',"['point_of_interest', 'cafe', 'food', 'restaurant', 'establishment']","Via fra' G. Eremitano, 16, 35138 Padova PD, Italy",3.6,28.0,"{'location': {'lat': 45.4176594, 'lng': 11.877275}, 'viewport': {'northeast': {'lat': 45.4189992802915, 'lng': 11.8786472302915}, 'southwest': {'lat': 45.4163013197085, 'lng': 11.8759492697085}}}",,380 349 4701,,,True,True,True,True,,True,True,"{'open_now': True, 'periods': [{'close': {'day': 1, 'time': '0000'}, 'open': {'day': 0, 'time': '1100'}}, {'close': {'day': 3, 'time': '0000'}, 'open': {'day': 2, 'time': '1100'}}, {'close': {'day': 4, 'time': '0000'}, 'open': {'day': 3, 'time': '1100'}}, {'close': {'day': 5, 'time': '0000'}, 'open': {'day': 4, 'time': '1100'}}, {'close': {'day': 6, 'time': '0000'}, 'open': {'day': 5, 'time': '1100'}}, {'close': {'day': 0, 'time': '0000'}, 'open': {'day': 6, 'time': '1100'}}], 'weekday_text': ['Monday: Closed', 'Tuesday: 11:00\u202fAM\u2009–\u200912:00\u202fAM', 'Wednesday: 11:00\u202fAM\u2009–\u200912:00\u202fAM', 'Thursday: 11:00\u202fAM\u2009–\u200912:00\u202fAM', 'Friday: 11:00\u202fAM\u2009–\u200912:00\u202fAM', 'Saturday: 11:00\u202fAM\u2009–\u200912:00\u202fAM', 'Sunday: 11:00\u202fAM\u2009–\u200912:00\u202fAM']}"
